,Codi,Literal,De lloguer,Any,De propietat
692,082188,Sant Joan de Vilatorrada,314,2001,2752
693,082172,Sant Joan Despí,1092,2001,8668
694,171851,Sant Joan les Fonts,159,2001,767
695,171668,Sant Jordi Desvalls,39,2001,151
696,089030,Sant Julià de Cerdanyola,10,2001,55
697,171693,Sant Julià de Ramis,95,2001,564
698,082205,Sant Julià de Vilatorta,105,2001,641
699,179032,Sant Julià del Llor i Bonmatí,31,2001,339
700,082212,Sant Just Desvern,741,2001,3707
701,082227,Sant Llorenç d'Hortons,64,2001,498
702,171714,Sant Llorenç de la Muga,12,2001,65
703,251930,Sant Llorenç de Morunys,72,2001,233
704,082233,Sant Llorenç Savall,98,2001,514
705,082251,Sant Martí d'Albars,6,2001,25
706,082248,Sant Martí de Centelles,71,2001,191
707,171729,Sant Martí de Llémena,35,2001,129
708,259025,Sant Martí de Riucorb,8,2001,244
709,082264,Sant Martí de Tous,38,2001,277
710,082270,Sant Martí Sarroca,73,2001,667
711,082286,Sant Martí Sesgueioles,14,2001,102
712,171735,Sant Martí Vell,15,2001,53
713,082299,Sant Mateu de Bages,14,2001,208
714,171740,Sant Miquel de Campmajor,16,2001,43
715,171753,Sant Miquel de Fluvià,34,2001,156
716,171766,Sant Mori,11,2001,31
717,171772,Sant Pau de Segúries,29,2001,194
718,082310,Sant Pere de Ribes,604,2001,7127
719,082325,Sant Pere de Riudebitlles,51,2001,641
720,082331,Sant Pere de Torelló,84,2001,632
721,082346,Sant Pere de Vilamajor,64,2001,895
722,171788,Sant Pere Pescador,89,2001,385
723,081897,Sant Pere Sallavinera,5,2001,33
724,082359,Sant Pol de Mar,182,2001,1192
725,082362,Sant Quintí de Mediona,125,2001,471
726,082378,Sant Quirze de Besora,176,2001,546
727,082384,Sant Quirze del Vallès,220,2001,3950
728,082397,Sant Quirze Safaja,21,2001,109
729,251945,Sant Ramon,9,2001,141
730,082401,Sant Sadurní d'Anoia,383,2001,2716
731,082418,Sant Sadurní d'Osormort,8,2001,17
732,080983,Sant Salvador de Guardiola,19,2001,716
733,082628,Sant Vicenç de Castellet,641,2001,1837
734,082649,Sant Vicenç de Montalt,138,2001,1182
735,082652,Sant Vicenç de Torelló,76,2001,549
736,082634,Sant Vicenç dels Horts,500,2001,7319
737,431384,Santa Bàrbara,149,2001,949
738,082439,Santa Cecília de Voltregà,15,2001,37
739,082444,Santa Coloma de Cervelló,148,2001,1748
740,171805,Santa Coloma de Farners,388,2001,2720
741,082457,Santa Coloma de Gramenet,5193,2001,33116
742,431397,Santa Coloma de Queralt,141,2001,729
743,171812,Santa Cristina d'Aro,194,2001,1600
744,082460,Santa Eugènia de Berga,49,2001,544
745,082476,Santa Eulàlia de Riuprimer,39,2001,218
746,082482,Santa Eulàlia de Ronçana,114,2001,1486
747,082495,Santa Fe del Penedès,7,2001,83
748,171827,Santa Llogaia d'Àlguema,15,2001,72
749,082508,Santa Margarida de Montbui,264,2001,2640
750,082515,Santa Margarida i els Monjos,148,2001,1444
751,082589,Santa Maria d'Oló,20,2001,277
752,082536,Santa Maria de Besora,13,2001,41
753,082567,Santa Maria de Martorelles,47,2001,189
754,082554,Santa Maria de Merlès,18,2001,22
755,082573,Santa Maria de Miralles,3,2001,33
756,082592,Santa Maria de Palautordera,282,2001,1898
757,431401,Santa Oliva,39,2001,699
758,171848,Santa Pau,98,2001,355
759,082606,Santa Perpètua de Mogoda,490,2001,6195
760,082613,Santa Susanna,52,2001,644
761,081923,Santpedor,104,2001,1560
762,431423,Sarral,56,2001,419
763,171864,Sarrià de Ter,98,2001,1164
764,252017,Sarroca de Bellera,1,2001,61
765,252000,Sarroca de Lleida,6,2001,140
766,171870,"Saus, Camallera i Llampaies",48,2001,195
767,431439,Savallà del Comtat,0,2001,26
768,431444,"Secuita, la",15,2001,363
769,171886,"Selva de Mar, la",4,2001,73
770,431457,"Selva del Camp, la",112,2001,1287
771,431460,Senan,0,2001,17
772,430445,"Sénia, la",228,2001,1498
773,252022,Senterada,3,2001,38
774,250352,"Sentiu de Sió, la",6,2001,138
775,082671,Sentmenat,215,2001,1670
776,171903,Serinyà,39,2001,258
777,252043,Seròs,42,2001,503
778,171910,Serra de Daró,5,2001,50
779,171925,Setcases,7,2001,53
780,252038,"Seu d'Urgell, la",1036,2001,2804
781,082690,Seva,142,2001,713
782,252056,Sidamon,3,2001,193
783,171931,Sils,91,2001,976
784,082704,Sitges,1831,2001,5834
785,170524,Siurana,4,2001,44
786,082711,Sobremunt,6,2001,16
787,252069,"Soleràs, el",4,2001,132
788,431476,Solivella,6,2001,224
789,252075,Solsona,579,2001,1852
790,082726,Sora,22,2001,33
791,252081,Soriguera,11,2001,101
792,252094,Sort,133,2001,550
793,252108,Soses,11,2001,414
794,082732,Subirats,71,2001,741
795,252115,Sudanell,9,2001,206
796,252120,Sunyer,0,2001,83
797,082747,Súria,258,2001,1756
798,171946,Susqueda,2,2001,30
799,082763,Tagamanent,12,2001,61
800,082779,Talamanca,2,2001,35
801,252154,Talarn,16,2001,96
802,252167,Talavera,3,2001,88
803,171959,"Tallada d'Empordà, la",8,2001,94
804,082785,Taradell,262,2001,1298
805,431482,Tarragona,5842,2001,33640
806,252173,Tàrrega,665,2001,3701
807,252189,Tarrés,3,2001,38
808,252192,Tarroja de Segarra,4,2001,54
809,082750,Tavèrnoles,10,2001,58
810,082802,Tavertet,15,2001,36
811,082819,Teià,219,2001,1469
812,252206,Térmens,42,2001,312
813,171962,Terrades,16,2001,60
814,082798,Terrassa,5857,2001,54967
815,082824,Tiana,250,2001,1588
816,252213,Tírvia,10,2001,37
817,252228,Tiurana,0,2001,7
818,431495,Tivenys,19,2001,291
819,431508,Tivissa,26,2001,552
820,082830,Tona,347,2001,1552
821,252234,Torà,58,2001,311
822,082845,Tordera,354,2001,3204
823,082858,Torelló,548,2001,3515
824,252249,"Torms, els",0,2001,67
825,252252,Tornabous,27,2001,244
826,252271,"Torre de Cabdella, la",16,2001,225
827,082861,"Torre de Claramunt, la",39,2001,760
828,431515,"Torre de Fontaubella, la",4,2001,47
829,431520,"Torre de l'Espanyol, la",31,2001,186
830,252265,Torrebesses,4,2001,110
831,431536,Torredembarra,549,2001,3374
832,252287,Torrefarrera,38,2001,541
833,259078,Torrefeta i Florejacs,7,2001,184
834,252304,Torregrossa,39,2001,660
835,252311,Torrelameu,9,2001,160
836,082877,Torrelavit,36,2001,299
837,082883,Torrelles de Foix,107,2001,511
838,082896,Torrelles de Llobregat,193,2001,1002
839,171978,Torrent,6,2001,34
840,252326,Torres de Segre,46,2001,530
841,252332,Torre-serona,7,2001,102
842,171984,Torroella de Fluvià,44,2001,102
843,171997,Torroella de Montgrí,430,2001,2284
844,431541,Torroja del Priorat,3,2001,53
845,172001,Tortellà,63,2001,196
846,431554,Tortosa,1345,2001,8358
847,172018,Toses,2,2001,47
848,172023,Tossa de Mar,333,2001,1252
849,252347,Tremp,347,2001,1594
850,172044,Ullà,36,2001,193
851,082900,Ullastrell,42,2001,336
852,172057,Ullastret,10,2001,67
853,431567,Ulldecona,271,2001,1601
854,431573,Ulldemolins,13,2001,175
855,172039,Ultramort,3,2001,53
856,172060,Urús,7,2001,50
857,082917,Vacarisses,68,2001,989
858,170144,"Vajol, la",16,2001,24
859,172076,"Vall d'en Bas, la",152,2001,682
860,172082,"Vall de Bianya, la",97,2001,295
861,250432,"Vall de Boí, la",47,2001,274
862,259010,Vall de Cardós,8,2001,117
863,082922,Vallbona d'Anoia,34,2001,298
864,252385,Vallbona de les Monges,3,2001,87
865,082938,Vallcebre,17,2001,73
866,431589,Vallclara,2,2001,42
867,252402,Vallfogona de Balaguer,25,2001,416
868,171707,Vallfogona de Ripollès,17,2001,52
869,431592,Vallfogona de Riucorb,2,2001,42
870,082943,Vallgorguina,45,2001,441
871,082956,Vallirana,298,2001,2814
872,172095,Vall-llobrega,18,2001,134
873,431606,Vallmoll,25,2001,392
874,082969,Vallromanes,35,2001,498
875,431613,Valls,894,2001,5908
876,259062,"Valls d'Aguilar, les",6,2001,107
877,252398,"Valls de Valira, les",14,2001,224
878,431628,Vandellòs i l'Hospitalet de l'Infant,179,2001,1216
879,259097,"Vansa i Fórnols, la",4,2001,64
880,082975,Veciana,3,2001,41
881,431634,"Vendrell, el",1255,2001,7104
882,172109,Ventalló,29,2001,196
883,252424,Verdú,18,2001,288
884,172116,Verges,54,2001,326
885,431649,Vespella de Gaià,4,2001,86
886,082981,Vic,2819,2001,8178
887,172121,Vidrà,17,2001,26
888,172137,Vidreres,184,2001,1546
889,252430,Vielha e Mijaran,285,2001,1090
890,431652,Vilabella,20,2001,214
891,172142,Vilabertran,29,2001,227
892,172155,Vilablareix,31,2001,540
893,082994,Vilada,57,2001,119
894,172174,Viladamat,11,2001,114
895,172168,Viladasens,7,2001,48
896,083015,Viladecans,1217,2001,17554
897,083008,Viladecavalls,49,2001,1857
898,172180,Vilademuls,57,2001,153
899,172207,Viladrau,44,2001,202
900,172214,Vilafant,88,2001,1186
901,083054,Vilafranca del Penedès,1434,2001,9203
902,252445,Vilagrassa,5,2001,129
903,172235,Vilajuïga,39,2001,296
904,431750,Vilalba dels Arcs,7,2001,238
905,083067,Vilalba Sasserra,17,2001,147
906,252458,Vilaller,16,2001,188
907,172240,Vilallonga de Ter,18,2001,137
908,431665,Vilallonga del Camp,26,2001,366
909,172253,Vilamacolum,15,2001,70
910,172266,Vilamalla,31,2001,243
911,172272,Vilamaniscle,5,2001,40
912,252477,Vilamòs,6,2001,39
913,172288,Vilanant,31,2001,71
914,431671,Vilanova d'Escornalbou,6,2001,137
915,252483,Vilanova de Bellpuig,13,2001,332
916,252496,Vilanova de l'Aguda,4,2001,67
917,252542,Vilanova de la Barca,16,2001,262
918,252509,Vilanova de Meià,7,2001,119
919,431687,Vilanova de Prades,4,2001,43
920,083036,Vilanova de Sau,28,2001,70
921,252516,Vilanova de Segrià,14,2001,249
922,083020,Vilanova del Camí,368,2001,2958
923,089024,Vilanova del Vallès,61,2001,751
924,083073,Vilanova i la Geltrú,2552,2001,16763
925,431690,Vilaplana,12,2001,163
926,431704,Vila-rodona,34,2001,314
927,172305,Vila-sacra,29,2001,97
928,252521,Vila-sana,4,2001,154
929,431711,Vila-seca,498,2001,3925
930,082140,Vilassar de Dalt,313,2001,2166
931,082191,Vilassar de Mar,1021,2001,4881
932,172229,Vilaür,5,2001,37
933,431726,Vilaverd,8,2001,140
934,431732,"Vilella Alta, la",1,2001,46
935,431747,"Vilella Baixa, la",2,2001,65
936,172333,Vilobí d'Onyar,75,2001,608
937,083041,Vilobí del Penedès,21,2001,250
938,172327,Vilopriu,7,2001,55
939,252537,"Vilosell, el",7,2001,78
940,431763,Vimbodí i Poblet,28,2001,319
941,252555,Vinaixa,9,2001,189
942,431779,Vinebre,18,2001,144
943,431785,Vinyols i els Arcs,69,2001,369
944,083089,Viver i Serrateix,8,2001,34
945,430521,Xerta,15,2001,386
0,080018,Abrera,335,2011,3887
1,250030,Agramunt,412,2011,1534
2,080142,Aiguafreda,145,2011,713
3,250387,Aitona,145,2011,610
4,250077,Albatàrrec,126,2011,620
5,250083,Albesa,0,2011,408
6,430022,Albinyana,0,2011,817
7,430043,Alcanar,798,2011,2950
8,250117,Alcarràs,797,2011,2348
9,250122,Alcoletge,172,2011,999
10,430056,Alcover,436,2011,1479
11,439044,Aldea l',0,2011,1285
12,080039,Alella,547,2011,2537
13,250138,Alfarràs,158,2011,1003
14,430094,Alforja,0,2011,568
15,250169,Alguaire,118,2011,916
16,250194,Almacelles,388,2011,1868
17,250215,Almenar,129,2011,1033
18,430115,Almoster,0,2011,408
19,170062,Alp,242,2011,385
20,250236,Alpicat,123,2011,1860
21,430120,Altafulla,340,2011,1363
22,170078,Amer,181,2011,693
23,430136,Ametlla de Mar l',568,2011,2161
24,080057,Ametlla del Vallès l',343,2011,2261
25,439060,Ampolla l',230,2011,980
26,430141,Amposta,1139,2011,6638
27,170084,Anglès,372,2011,1615
28,250273,Anglesola,64,2011,424
29,250292,Arbeca,0,2011,793
30,430167,Arboç l',343,2011,1556
31,170097,Arbúcies,754,2011,1595
32,080060,Arenys de Mar,1504,2011,4109
33,080076,Arenys de Munt,237,2011,2574
34,080095,Argentona,521,2011,3321
35,080109,Artés,284,2011,1620
36,250334,Artesa de Lleida,91,2011,407
37,250349,Artesa de Segre,273,2011,999
38,430192,Ascó,73,2011,508
39,080116,Avià,145,2011,612
40,080121,Avinyó,167,2011,625
41,170123,Avinyonet de Puigventós,0,2011,417
42,080137,Avinyonet del Penedès,0,2011,540
43,080155,Badalona,12812,2011,65514
44,089045,Badia del Vallès,0,2011,5021
45,080168,Bagà,144,2011,698
46,250404,Balaguer,1451,2011,4590
47,080174,Balenyà,174,2011,1113
48,080180,Balsareny,113,2011,1132
49,430206,Banyeres del Penedès,0,2011,965
50,170157,Banyoles,1102,2011,5456
51,082520,Barberà del Vallès,969,2011,10588
52,080193,Barcelona,205912,2011,437631
53,430228,Batea,0,2011,699
54,080207,Begues,350,2011,1785
55,170139,Begur,139,2011,1435
56,250479,Bellcaire d'Urgell,64,2011,439
57,250485,Bell-lloc d'Urgell,0,2011,728
58,250501,Bellpuig,341,2011,1215
59,430249,Bellvei,0,2011,707
60,250518,Bellver de Cerdanya,273,2011,699
61,250523,Bellvís,169,2011,680
62,250539,Benavent de Segrià,0,2011,429
63,430265,Benissanet,66,2011,347
64,080229,Berga,1906,2011,4551
65,170195,Besalú,177,2011,680
66,170209,Bescanó,130,2011,1387
67,080235,Bigues i Riells del Fai,210,2011,2846
68,170221,Bisbal d'Empordà la,1153,2011,2648
69,430287,Bisbal del Penedès la,72,2011,1110
70,170237,Blanes,3401,2011,11575
71,170255,Bordils,87,2011,494
72,250582,Borges Blanques les,246,2011,1930
73,430311,Borges del Camp les,134,2011,569
74,250595,Bossòst,0,2011,213
75,430332,Botarell,0,2011,287
76,170274,Breda,304,2011,1056
77,080253,Bruc el,75,2011,559
78,430363,Cabra del Camp,0,2011,338
79,080288,Cabrera d'Anoia,0,2011,434
80,080291,Cabrera de Mar,247,2011,1263
81,080305,Cabrils,365,2011,1939
82,170329,Cadaqués,412,2011,627
83,080312,Calaf,292,2011,1065
84,430379,Calafell,1256,2011,8002
85,080327,Caldes d'Estrac,225,2011,862
86,170335,Caldes de Malavella,451,2011,2047
87,080333,Caldes de Montbui,1147,2011,4992
88,080351,Calella,1713,2011,5194
89,080370,Calldetenes,214,2011,662
90,080386,Callús,210,2011,469
91,170340,Calonge i Sant Antoni,774,2011,3102
92,439039,Camarles,0,2011,1030
93,430385,Cambrils,2275,2011,9388
94,170366,Campdevànol,228,2011,1071
95,170391,Camprodon,336,2011,649
96,080403,Canet de Mar,756,2011,4319
97,439076,Canonja la,0,2011,1946
98,080410,Canovelles,688,2011,4469
99,080425,Cànoves i Samalús,0,2011,874
100,080431,Canyelles,0,2011,1358
101,080446,Capellades,354,2011,1661
102,080462,Cardedeu,1218,2011,4978
103,080478,Cardona,523,2011,1268
104,170448,Cassà de la Selva,764,2011,2790
105,080497,Casserres,90,2011,470
106,080517,Castellar del Vallès,718,2011,7012
107,080538,Castellbell i el Vilar,131,2011,1043
108,080543,Castellbisbal,348,2011,3774
109,250674,Castelldans,0,2011,301
110,080569,Castelldefels,4866,2011,17351
111,080581,Castellet i la Gornal,0,2011,799
112,080615,Castellgalí,86,2011,550
113,080620,Castellnou de Bages,0,2011,376
114,170470,Castelló d'Empúries,1243,2011,2936
115,170486,Castell-Platja d'Aro,1158,2011,2832
116,250707,Castellserà,78,2011,314
117,080641,Castellterçol,122,2011,765
118,430424,Castellvell del Camp,0,2011,884
119,080654,Castellví de la Marca,0,2011,475
120,080667,Castellví de Rosanes,0,2011,458
121,430430,Catllar el,0,2011,1293
122,171899,Cellera de Ter la,93,2011,610
123,170499,Celrà,506,2011,1212
124,080673,Centelles,478,2011,2301
125,082687,Cercs,89,2011,466
126,082665,Cerdanyola del Vallès,2537,2011,17862
127,080689,Cervelló,276,2011,2648
128,250729,Cervera,708,2011,2631
129,080692,Collbató,0,2011,1254
130,430477,Constantí,622,2011,1736
131,430483,Corbera d'Ebre,0,2011,326
132,080728,Corbera de Llobregat,839,2011,3938
133,250788,Corbins,0,2011,445
134,170577,Corçà,95,2011,366
135,080734,Cornellà de Llobregat,5377,2011,26842
136,170561,Cornellà del Terri,0,2011,625
137,430496,Cornudella de Montsant,0,2011,357
138,430509,Creixell,223,2011,1042
139,179011,Cruïlles Monells i Sant Sadurní de l'Heura,70,2011,370
140,080749,Cubelles,545,2011,4788
141,430516,Cunit,478,2011,4234
142,439018,Deltebre,461,2011,3404
143,080752,Dosrius,285,2011,1487
144,170622,Escala l',642,2011,3264
145,080765,Esparreguera,1167,2011,6888
146,430542,Espluga de Francolí l',195,2011,1130
147,080771,Esplugues de Llobregat,3093,2011,13496
148,082541,Esquirol l',80,2011,669
149,430555,Falset,233,2011,748
150,430568,Fatarella la,0,2011,385
151,081347,Figaró-Montmany,123,2011,228
152,170669,Figueres,5752,2011,10858
153,170675,Flaçà,81,2011,301
154,430607,Flix,165,2011,1254
155,080826,Fogars de la Selva,0,2011,473
156,080832,Folgueroles,119,2011,611
157,080847,Fonollosa,0,2011,448
158,170715,Fontcoberta,0,2011,367
159,080850,Font-rubí,0,2011,392
160,179026,Forallac,106,2011,448
161,170736,Fornells de la Selva,82,2011,690
162,080863,Franqueses del Vallès les,1251,2011,5754
163,250962,Fuliola la,92,2011,317
164,430640,Gandesa,205,2011,851
165,080885,Garriga la,1125,2011,4362
166,080898,Gavà,2360,2011,14248
167,080919,Gelida,633,2011,1980
168,259123,Gimenells i el Pla de la Font,0,2011,364
169,170792,Girona,10553,2011,25756
170,080924,Gironella,628,2011,1323
171,250997,Golmés,0,2011,523
172,080945,Granada la,104,2011,650
173,080961,Granollers,4261,2011,17413
174,080977,Gualba,76,2011,387
175,251109,Guissona,1135,2011,937
176,081000,Gurb,0,2011,697
177,430712,Horta de Sant Joan,52,2011,355
178,081017,Hospitalet de Llobregat l',23033,2011,75305
179,081629,Hostalets de Pierola els,205,2011,732
180,170834,Hostalric,310,2011,1067
181,081022,Igualada,3366,2011,11300
182,251155,Isona i Conca Dellà,0,2011,339
183,251137,Ivars d'Urgell,0,2011,483
184,170865,Jonquera la,387,2011,696
185,251193,Juneda,253,2011,880
186,251214,Les,136,2011,152
187,251229,Linyola,0,2011,821
188,081056,Llagosta la,560,2011,4340
189,170890,Llagostera,663,2011,2212
190,170926,Llançà,250,2011,1696
191,251207,Lleida,11774,2011,41172
192,170932,Llers,47,2011,319
193,081075,Lliçà d'Amunt,190,2011,4428
194,081081,Lliçà de Vall,0,2011,1900
195,081069,Llinars del Vallès,756,2011,2427
196,170947,Llívia,155,2011,473
197,430748,Llorenç del Penedès,0,2011,714
198,170950,Lloret de Mar,5146,2011,9624
199,171030,Maçanet de la Selva,304,2011,2257
200,081108,Malgrat de Mar,871,2011,5571
201,081120,Manlleu,1095,2011,5786
202,081136,Manresa,6565,2011,20921
203,081141,Martorell,1884,2011,7739
204,081154,Martorelles,214,2011,1553
205,430786,Masdenverge,68,2011,288
206,081173,Masies de Voltregà les,62,2011,1010
207,081189,Masnou el,2158,2011,6140
208,081192,Masquefa,331,2011,2567
209,081206,Matadepera,488,2011,2102
210,081213,Mataró,9050,2011,35319
211,081228,Mediona,135,2011,704
212,251351,Miralcamp,0,2011,464
213,081385,Moià,517,2011,1507
214,081234,Molins de Rei,1796,2011,7407
215,251370,Mollerussa,718,2011,4344
216,081249,Mollet del Vallès,2388,2011,16188
217,081271,Monistrol de Montserrat,204,2011,892
218,430862,Montblanc,568,2011,2300
219,430884,Montbrió del Camp,0,2011,801
220,081252,Montcada i Reixac,1603,2011,10633
221,251403,Montferrer i Castellbò,0,2011,370
222,081265,Montgat,828,2011,3324
223,430901,Montmell el,0,2011,527
224,081350,Montmeló,543,2011,2550
225,081363,Montornès del Vallès,759,2011,4842
226,171100,Mont-ras,0,2011,509
227,430923,Mont-roig del Camp,597,2011,4231
228,430939,Móra d'Ebre,282,2011,1687
229,430944,Móra la Nova,315,2011,830
230,430957,Morell el,123,2011,1107
231,250254,Naut Aran,0,2011,0
232,081402,Navarcles,301,2011,1853
233,081419,Navàs,461,2011,1765
234,171117,Navata,62,2011,361
235,081430,Òdena,172,2011,997
236,081458,Olèrdola,161,2011,1043
237,081461,Olesa de Bonesvalls,0,2011,479
238,081477,Olesa de Montserrat,1120,2011,7530
239,251497,Oliana,0,2011,563
240,081483,Olivella,0,2011,1243
241,081496,Olost,66,2011,308
242,171143,Olot,3146,2011,8985
243,081555,Palafolls,235,2011,2922
244,171175,Palafrugell,1821,2011,5979
245,171181,Palamós,1423,2011,5311
246,251581,Palau d'Anglesola el,0,2011,714
247,171208,Palau-saverdera,93,2011,456
248,081568,Palau-solità i Plegamans,586,2011,3926
249,431009,Pallaresos els,0,2011,1394
250,081574,Pallejà,327,2011,3619
251,089058,Palma de Cervelló la,214,2011,805
252,171241,Pals,155,2011,762
253,081580,Papiol el,287,2011,1099
254,081593,Parets del Vallès,692,2011,5791
255,431037,Perafort,0,2011,419
256,171328,Peralada,114,2011,506
257,431042,Perelló el,0,2011,1021
258,081614,Piera,474,2011,4669
259,081635,Pineda de Mar,1966,2011,7694
260,431068,Pinell de Brai el,0,2011,358
261,431080,Pla de Santa Maria el,95,2011,721
262,081640,Pla del Penedès el,77,2011,355
263,171334,Planes d'Hostoles les,95,2011,520
264,081653,Pobla de Claramunt la,67,2011,708
265,081666,Pobla de Lillet la,99,2011,352
266,431093,Pobla de Mafumet la,0,2011,803
267,431114,Pobla de Montornès la,0,2011,985
268,251713,Pobla de Segur la,385,2011,933
269,081672,Polinyà,247,2011,2596
270,251734,Pont de Suert el,144,2011,846
271,081825,Pont de Vilomara i Rocafort el,160,2011,1111
272,251728,Ponts,152,2011,790
273,171371,Porqueres,134,2011,1295
274,171387,Portbou,137,2011,347
275,081691,Prat de Llobregat el,3172,2011,19837
276,081712,Prats de Lluçanès,193,2011,640
277,082303,Premià de Dalt,330,2011,3149
278,081727,Premià de Mar,1736,2011,8490
279,171390,Preses les,80,2011,541
280,171411,Puigcerdà,1268,2011,1761
281,431191,Puigpelat,0,2011,322
282,081751,Puig-reig,398,2011,1128
283,251826,Puigverd de Lleida,0,2011,463
284,171426,Quart,117,2011,939
285,431233,Reus,7107,2011,31244
286,431251,Riba-roja d'Ebre,0,2011,421
287,171450,Ribes de Freser,163,2011,566
288,171463,Riells i Viabrea,0,2011,1248
289,431264,Riera de Gaià la,96,2011,536
290,171479,Ripoll,1080,2011,3117
291,081803,Ripollet,1193,2011,12173
292,171485,Riudarenes,0,2011,644
293,431270,Riudecanyes,0,2011,418
294,431286,Riudecols,98,2011,379
295,171501,Riudellots de la Selva,101,2011,559
296,431299,Riudoms,601,2011,1583
297,081810,Roca del Vallès la,383,2011,3026
298,431310,Roda de Berà,282,2011,1966
299,081831,Roda de Ter,411,2011,1712
300,431331,Roquetes,506,2011,2370
301,171523,Roses,1775,2011,5615
302,251898,Rosselló,0,2011,993
303,081846,Rubí,3603,2011,23184
304,081878,Sabadell,11314,2011,66422
305,081918,Sallent,354,2011,2088
306,439057,Salou,2341,2011,7455
307,171557,Salt,2546,2011,7350
308,081944,Sant Adrià de Besòs,1515,2011,11017
309,081960,Sant Andreu de la Barca,1242,2011,8238
310,081976,Sant Andreu de Llavaneres,503,2011,2983
311,081982,Sant Antoni de Vilamajor,308,2011,1604
312,082009,Sant Boi de Llobregat,3402,2011,25526
313,431362,Sant Carles de la Ràpita,653,2011,4693
314,082037,Sant Cebrià de Vallalta,0,2011,1102
315,082021,Sant Celoni,1052,2011,4950
316,082042,Sant Climent de Llobregat,111,2011,1142
317,082055,Sant Cugat del Vallès,7421,2011,20658
318,082074,Sant Esteve de Palautordera,220,2011,540
319,082080,Sant Esteve Sesrovires,322,2011,1721
320,082107,Sant Feliu de Codines,607,2011,1697
321,171609,Sant Feliu de Guíxols,1471,2011,6299
322,082114,Sant Feliu de Llobregat,2472,2011,13271
323,171616,Sant Feliu de Pallerols,89,2011,394
324,082093,Sant Fost de Campsentelles,166,2011,2597
325,082135,Sant Fruitós de Bages,273,2011,2735
326,171637,Sant Gregori,168,2011,848
327,251924,Sant Guim de Freixenet,0,2011,347
328,171642,Sant Hilari Sacalm,455,2011,1659
329,082153,Sant Hipòlit de Voltregà,225,2011,1075
330,081939,Sant Iscle de Vallalta,0,2011,366
331,439023,Sant Jaume d'Enveja,0,2011,1117
332,431378,Sant Jaume dels Domenys,90,2011,799
333,171674,Sant Joan de les Abadesses,357,2011,980
334,082188,Sant Joan de Vilatorrada,668,2011,3235
335,082172,Sant Joan Despí,1875,2011,9826
336,171851,Sant Joan les Fonts,250,2011,958
337,171693,Sant Julià de Ramis,137,2011,1060
338,082205,Sant Julià de Vilatorta,151,2011,834
339,179032,Sant Julià del Llor i Bonmatí,0,2011,383
340,082212,Sant Just Desvern,1126,2011,4259
341,082227,Sant Llorenç d'Hortons,155,2011,739
342,251930,Sant Llorenç de Morunys,126,2011,211
343,082233,Sant Llorenç Savall,77,2011,779
344,082248,Sant Martí de Centelles,114,2011,274
345,082264,Sant Martí de Tous,0,2011,314
346,082270,Sant Martí Sarroca,152,2011,932
347,082310,Sant Pere de Ribes,1209,2011,9132
348,082325,Sant Pere de Riudebitlles,122,2011,733
349,082331,Sant Pere de Torelló,154,2011,774
350,082346,Sant Pere de Vilamajor,141,2011,1342
351,171788,Sant Pere Pescador,266,2011,456
352,082359,Sant Pol de Mar,283,2011,1492
353,082362,Sant Quintí de Mediona,163,2011,596
354,082378,Sant Quirze de Besora,116,2011,729
355,082384,Sant Quirze del Vallès,609,2011,5865
356,082401,Sant Sadurní d'Anoia,771,2011,3790
357,080983,Sant Salvador de Guardiola,0,2011,929
358,082628,Sant Vicenç de Castellet,702,2011,2754
359,082649,Sant Vicenç de Montalt,421,2011,1422
360,082652,Sant Vicenç de Torelló,75,2011,666
361,082634,Sant Vicenç dels Horts,972,2011,8245
362,431384,Santa Bàrbara,240,2011,1257
363,082444,Santa Coloma de Cervelló,267,2011,2319
364,171805,Santa Coloma de Farners,1020,2011,3514
365,082457,Santa Coloma de Gramenet,8075,2011,35420
366,431397,Santa Coloma de Queralt,188,2011,769
367,171812,Santa Cristina d'Aro,201,2011,1750
368,082460,Santa Eugènia de Berga,144,2011,651
369,082476,Santa Eulàlia de Riuprimer,50,2011,352
370,082482,Santa Eulàlia de Ronçana,194,2011,1952
371,082508,Santa Margarida de Montbui,331,2011,3041
372,082515,Santa Margarida i els Monjos,407,2011,2108
373,082589,Santa Maria d'Oló,36,2011,319
374,082592,Santa Maria de Palautordera,541,2011,2619
375,431401,Santa Oliva,128,2011,1050
376,171848,Santa Pau,66,2011,459
377,082606,Santa Perpètua de Mogoda,1054,2011,7689
378,082613,Santa Susanna,134,2011,1020
379,081923,Santpedor,422,2011,2042
380,431423,Sarral,0,2011,513
381,171864,Sarrià de Ter,0,2011,1710
382,431444,Secuita la,0,2011,561
383,431457,Selva del Camp la,218,2011,1662
384,430445,Sénia la,574,2011,1638
385,082671,Sentmenat,353,2011,2618
386,171903,Serinyà,74,2011,307
387,252043,Seròs,122,2011,529
388,252038,Seu d'Urgell la,1618,2011,3210
389,082690,Seva,180,2011,936
390,171931,Sils,402,2011,1573
391,082704,Sitges,3010,2011,8205
392,252075,Solsona,1146,2011,2264
393,252094,Sort,172,2011,675
394,252108,Soses,0,2011,531
395,082732,Subirats,62,2011,910
396,082747,Súria,304,2011,1892
397,082785,Taradell,428,2011,1665
398,431482,Tarragona,9202,2011,41003
399,252173,Tàrrega,1480,2011,4398
400,082819,Teià,259,2011,1757
401,252206,Térmens,93,2011,398
